video_id,status,n_comments
iOTCsXd38Ng,ok,10
d1yfb93beSI,ok,30
yrVtEkCC8uY,ok,3
an6ZM0iCGQw,ok,74
bA9xGDsQADo,ok,6
kryWR7QNBkc,ok,28
c7rtbTnmnzI,ok,13
HtzG2AoahAo,ok,23
-CAzAfDhbwU,ok,9
vkHuZY-x5DA,ok,21
7IYKojMhBy4,ok,26
roc73qEYhXY,ok,14
X564_fIhp_0,ok,500
VoPDKjFHIDU,ok,43
VFY6NTaw9mM,ok,45
YBH8rQv4aTQ,ok,53
Mqk_j_248MU,ok,15
E74vI_Nrn4k,ok,9
LsM8fyov0iI,ok,15
IuzK04m-Px4,ok,14
VA2hdDoSM4s,ok,74
E6oZzu_ui0E,ok,11
vsMqvHqnRUs,ok,60
aWGu4owdXrM,ok,14
ojttMNOW6zM,ok,500
